game_no,team,opp,result,location,FG,FGA,x2P,x2PA,x3P,x3PA,FT,FTA,PTS
1758,HOU,NOP,W,A,45,91,25,40,20,51,19,24,129
1759,POR,ORL,W,A,41,81,32,63,9,18,21,27,112
1760,ORL,POR,L,A,34,86,27,64,7,22,28,39,103
1761,SAC,DEN,W,A,46,88,39,74,7,14,17,19,116
1762,DEN,SAC,L,A,39,88,27,53,12,35,10,14,100
1763,CHI,BOS,W,A,38,90,32,65,6,25,22,22,104
1764,BOS,CHI,L,A,36,77,22,40,14,37,17,20,103
1765,WAS,IND,W,A,43,83,28,54,15,29,10,15,111
1766,IND,WAS,L,A,40,80,36,62,4,18,14,18,98
1767,PHI,BOS,L,A,44,93,36,62,8,31,12,18,108
1768,BOS,PHI,W,A,38,80,25,52,13,28,27,36,116
1769,MIL,BRK,W,A,50,88,43,73,7,15,22,32,129
1770,BRK,MIL,L,A,46,88,32,52,14,36,19,23,125
1771,IND,CLE,L,A,40,86,28,62,12,24,12,14,104
1772,CLE,IND,W,A,39,82,21,43,18,39,17,19,113
1773,MIN,DEN,W,A,41,86,35,68,6,18,24,28,112
1774,DEN,MIN,L,A,38,94,27,60,11,34,12,18,99
1775,DET,DAL,W,A,36,82,30,63,6,19,20,22,98
1776,DAL,DET,L,A,35,92,25,55,10,37,11,11,91
1777,SAC,GSW,L,A,33,89,26,65,7,24,13,17,86
1778,GSW,SAC,W,A,41,84,28,48,13,36,14,21,109
1779,MIA,HOU,W,A,44,84,31,49,13,35,16,24,117
1780,HOU,MIA,L,A,36,87,23,47,13,40,24,31,109
1781,LAC,ATL,W,A,37,79,23,42,14,37,11,12,99
1782,ATL,LAC,L,A,32,79,25,53,7,26,13,19,84
1783,NOP,MEM,W,A,37,75,29,57,8,18,13,22,95
1784,MEM,NOP,L,A,33,89,27,56,6,33,19,25,91
1785,OKC,NYK,W,A,41,88,29,65,12,23,22,31,116
1786,NYK,OKC,L,A,41,86,30,65,11,21,12,14,105
1787,SAS,ORL,W,A,42,89,34,58,8,31,15,19,107
1788,ORL,SAS,L,A,30,76,26,58,4,18,15,19,79
1789,PHO,LAL,W,A,49,88,39,64,10,24,29,34,137
1790,LAL,PHO,L,A,35,93,26,67,9,26,22,28,101
1791,TOR,CHO,W,A,32,84,20,52,12,32,14,19,90
1792,CHO,TOR,L,A,32,76,19,38,13,38,8,9,85
1793,UTA,POR,W,A,42,81,31,59,11,22,16,23,111
1794,POR,UTA,L,A,32,79,23,57,9,22,15,20,88
1795,TOR,CHI,L,A,35,77,30,57,5,20,19,24,94
1796,CHI,TOR,W,A,35,73,28,56,7,17,28,35,105
1797,SAC,LAL,W,A,36,73,29,49,7,24,18,25,97
1798,LAL,SAC,L,A,38,83,26,54,12,29,8,15,96
1799,MIN,CLE,L,A,42,86,33,63,9,23,15,19,108
1800,CLE,MIN,W,A,44,86,31,47,13,39,15,22,116
1801,MEM,BRK,W,A,39,77,30,55,9,22,25,27,112
1802,BRK,MEM,L,A,38,82,26,45,12,37,15,18,103
1803,PHI,CHO,W,A,41,86,29,53,12,33,11,17,105
1804,CHO,PHI,L,A,34,78,23,47,11,31,20,26,99
1805,DAL,BOS,L,A,35,77,26,50,9,27,19,25,98
1806,BOS,DAL,W,A,40,81,24,47,16,34,15,18,111
1807,GSW,DEN,L,A,45,92,37,60,8,32,12,13,110
1808,DEN,GSW,W,A,48,88,24,47,24,41,12,16,132
1809,SAS,IND,W,A,40,87,33,72,7,15,23,27,110
1810,IND,SAS,L,A,38,78,29,58,9,20,21,30,106
1811,ORL,MIA,W,A,44,90,36,76,8,14,20,29,116
1812,MIA,ORL,L,A,39,83,33,61,6,22,23,27,107
1813,MIL,DET,W,A,40,79,34,58,6,21,16,16,102
1814,DET,MIL,L,A,34,78,27,57,7,21,14,19,89
1815,PHO,NOP,L,A,40,93,32,70,8,23,20,24,108
1816,NOP,PHO,W,A,37,78,29,50,8,28,28,35,110
1817,POR,ATL,L,A,37,103,21,61,16,42,14,25,104
1818,ATL,POR,W,A,32,83,24,55,8,28,37,48,109
1819,UTA,LAC,L,A,28,87,24,64,4,23,12,18,72
1820,LAC,UTA,W,A,36,81,27,56,9,25,7,11,88
1821,WAS,OKC,W,A,42,73,29,53,13,20,23,28,120
1822,OKC,WAS,L,A,34,96,27,62,7,34,23,30,98
1823,MIN,CHI,W,A,44,81,38,57,6,24,23,26,117
1824,CHI,MIN,L,A,35,84,25,59,10,25,9,13,89
1825,SAS,NYK,L,A,33,91,27,62,6,29,18,22,90
1826,NYK,SAS,W,A,34,68,25,54,9,14,17,21,94
1827,SAC,NOP,W,A,35,78,24,47,11,31,24,27,105
1828,NOP,SAC,L,A,34,82,21,51,13,31,18,21,99
1829,TOR,DET,L,A,38,75,30,59,8,16,17,25,101
1830,DET,TOR,W,A,36,84,28,53,8,31,22,29,102
1831,LAC,CHO,W,A,40,85,26,51,14,34,13,20,107
1832,CHO,LAC,L,A,37,85,24,48,13,37,15,20,102
1833,DEN,CLE,L,A,39,97,27,60,12,37,19,22,109
1834,CLE,DEN,W,A,46,84,31,54,15,30,18,22,125
1835,ORL,DAL,L,A,32,82,29,59,3,23,13,18,80
1836,DAL,ORL,W,A,45,91,28,56,17,35,5,6,112
1837,PHO,HOU,L,A,37,94,29,72,8,22,20,26,102
1838,HOU,PHO,W,A,42,85,24,49,18,36,31,39,133
1839,MIL,IND,W,A,35,73,18,42,17,31,29,37,116
1840,IND,MIL,L,A,35,73,25,51,10,22,20,24,100
1841,OKC,GSW,L,A,40,83,34,59,6,24,28,36,114
1842,GSW,OKC,W,A,46,87,33,56,13,31,25,35,130
1843,PHI,MIA,W,A,39,86,30,61,9,25,30,38,117
1844,MIA,PHI,L,A,39,85,32,61,7,24,24,28,109
1845,UTA,BOS,L,A,35,86,27,55,8,31,26,30,104
1846,BOS,UTA,W,A,42,71,29,41,13,30,15,23,112
1847,MIA,BRK,W,A,41,92,34,69,7,23,19,21,108
1848,BRK,MIA,L,A,35,81,27,61,8,20,21,28,99
1849,SAS,DET,W,A,41,82,32,63,9,19,12,15,103
1850,DET,SAS,L,A,39,92,34,75,5,17,9,13,92
1851,MEM,GSW,L,A,34,87,25,61,9,26,30,37,107
1852,GSW,MEM,W,A,39,77,24,44,15,33,29,38,122
1853,MIL,LAL,L,A,40,76,32,48,8,28,26,31,114
1854,LAL,MIL,W,A,39,75,24,44,15,31,29,35,122
1855,NOP,MIN,W,A,45,75,33,50,12,25,20,27,122
1856,MIN,NOP,L,A,38,82,32,55,6,27,24,32,106
1857,NYK,DEN,L,A,52,93,36,55,16,38,3,5,123
1858,DEN,NYK,W,A,54,95,38,63,16,32,7,10,131
1859,PHO,CHI,W,A,48,95,40,76,8,19,11,13,115
1860,CHI,PHO,L,A,37,86,32,67,5,19,18,22,97
1861,SAC,ATL,W,A,38,80,20,44,18,36,14,21,108
1862,ATL,SAC,L,A,36,71,25,41,11,30,24,31,107
1863,WAS,IND,W,A,41,88,31,59,10,29,20,30,112
1864,IND,WAS,L,A,45,92,41,71,4,21,13,15,107
1865,HOU,CHO,W,A,39,87,26,47,13,40,16,20,107
1866,CHO,HOU,L,A,37,85,29,59,8,26,13,14,95
1867,UTA,DAL,L,A,39,85,26,56,13,29,14,17,105
1868,DAL,UTA,W,A,44,87,39,67,5,20,19,25,112
1869,OKC,CLE,W,A,50,106,42,79,8,27,10,13,118
1870,CLE,OKC,L,A,38,79,28,58,10,21,23,30,109
1871,PHI,ORL,W,A,40,95,29,67,11,28,21,27,112
1872,ORL,PHI,L,A,41,84,31,63,10,21,19,24,111
1873,POR,BOS,L,A,39,77,30,51,9,26,24,31,111
1874,BOS,POR,W,A,44,91,34,61,10,30,22,27,120
1875,DEN,ATL,L,A,40,100,27,56,13,44,13,21,106
1876,ATL,DEN,W,A,47,93,39,66,8,27,15,18,117
1877,WAS,BRK,W,A,40,97,31,72,9,25,25,33,114
1878,BRK,WAS,L,A,38,91,29,58,9,33,25,36,110
1879,LAL,DET,L,A,37,86,31,63,6,23,22,26,102
1880,DET,LAL,W,A,51,97,47,81,4,16,15,24,121
1881,GSW,CHI,W,A,48,85,33,57,15,28,12,13,123
1882,CHI,GSW,L,A,37,92,33,68,4,24,14,19,92
1883,IND,CLE,L,A,41,82,28,57,13,25,22,26,117
1884,CLE,IND,W,A,46,84,30,48,16,36,24,26,132
1885,PHO,MEM,L,A,29,87,24,64,5,23,28,34,91
1886,MEM,PHO,W,A,35,72,21,48,14,24,26,34,110
1887,MIL,MIA,L,A,33,71,27,56,6,15,16,28,88
1888,MIA,MIL,W,A,41,86,30,53,11,33,13,18,106
1889,TOR,MIN,L,A,42,79,31,51,11,28,14,20,109
1890,MIN,TOR,W,A,39,80,32,61,7,19,27,30,112
1891,UTA,NOP,W,A,48,88,34,56,14,32,17,21,127
1892,NOP,UTA,L,A,35,77,30,53,5,24,19,25,94
1893,NYK,LAC,L,A,46,92,38,65,8,27,15,18,115
1894,LAC,NYK,W,A,45,92,35,67,10,25,19,28,119
1895,SAS,PHI,W,A,39,74,28,52,11,22,22,25,111
1896,PHI,SAS,L,A,34,84,21,50,13,34,22,29,103
1897,SAC,BOS,W,A,42,84,32,59,10,25,14,15,108
1898,BOS,SAC,L,A,29,73,19,41,10,32,24,27,92
1899,CHO,BRK,W,A,40,102,33,76,7,26,24,29,111
1900,BRK,CHO,L,A,39,86,27,50,12,36,17,21,107
1901,POR,DAL,W,A,42,86,31,58,11,28,19,24,114
1902,DAL,POR,L,A,37,75,25,47,12,28,27,32,113
1903,ORL,HOU,L,A,42,88,36,63,6,25,14,20,104
1904,HOU,ORL,W,A,44,89,28,51,16,38,24,36,128
1905,UTA,ATL,W,A,49,80,39,54,10,26,12,18,120
1906,ATL,UTA,L,A,33,74,27,57,6,17,23,32,95
1907,DEN,DAL,W,A,42,84,31,56,11,28,15,16,110
1908,DAL,DEN,L,A,34,79,26,53,8,26,11,17,87
1909,PHI,DET,L,A,36,85,31,57,5,28,19,28,96
1910,DET,PHI,W,A,46,99,41,77,5,22,16,17,113
1911,OKC,IND,L,A,34,88,27,60,7,28,15,21,90
1912,IND,OKC,W,A,33,87,25,61,8,26,19,29,93
1913,SAS,MEM,L,A,30,82,26,63,4,19,10,18,74
1914,MEM,SAS,W,A,32,81,28,62,4,19,21,25,89
1915,MIN,MIA,L,A,43,80,38,69,5,11,22,28,113
1916,MIA,MIN,W,A,45,86,30,58,15,28,10,14,115
1917,PHO,NOP,L,A,40,93,35,66,5,27,21,25,106
1918,NOP,PHO,W,A,42,92,33,66,9,26,18,22,111
1919,NYK,LAL,L,A,37,82,30,61,7,21,26,33,107
1920,LAL,NYK,W,A,44,102,36,74,8,28,25,31,121
1921,SAC,CHI,L,A,41,79,30,51,11,28,14,16,107
1922,CHI,SAC,W,A,43,81,37,62,6,19,20,31,112
1923,TOR,LAC,W,A,41,84,31,60,10,24,26,29,118
1924,LAC,TOR,L,A,42,90,29,55,13,35,12,18,109
1925,WAS,CLE,L,A,50,99,38,70,12,29,23,26,135
1926,CLE,WAS,W,A,49,92,30,54,19,38,23,28,140
1927,LAC,BOS,L,A,35,84,25,55,10,29,22,28,102
1928,BOS,LAC,W,A,37,88,21,36,16,52,17,20,107
1929,TOR,BRK,W,A,40,87,35,68,5,19,18,20,103
1930,BRK,TOR,L,A,32,76,19,42,13,34,18,21,95
1931,POR,OKC,L,A,35,87,25,59,10,28,19,21,99
1932,OKC,POR,W,A,40,98,36,80,4,18,21,28,105
1933,ORL,ATL,L,A,27,78,20,51,7,27,25,28,86
1934,ATL,ORL,W,A,41,78,31,50,10,28,21,27,113
1935,IND,DET,W,A,44,91,37,67,7,24,10,15,105
1936,DET,IND,L,A,31,75,25,58,6,17,16,20,84
1937,PHI,MIA,L,A,35,84,29,61,6,23,26,31,102
1938,MIA,PHI,W,A,48,82,36,60,12,22,17,23,125
1939,MIN,MEM,L,A,35,84,25,58,10,26,19,24,99
1940,MEM,MIN,W,A,32,77,22,49,10,28,33,39,107
1941,NYK,CLE,L,A,39,86,27,55,12,31,14,28,104
1942,CLE,NYK,W,A,41,84,25,44,16,40,13,18,111
1943,PHO,MIL,L,A,38,91,27,63,11,28,25,30,112
1944,MIL,PHO,W,A,52,82,45,65,7,17,26,35,137
1945,SAC,GSW,W,A,43,88,36,65,7,23,16,19,109
1946,GSW,SAC,L,A,36,87,21,43,15,44,19,24,106
1947,SAS,DEN,W,A,45,79,35,58,10,21,21,26,121
1948,DEN,SAS,L,A,41,92,31,66,10,26,5,10,97
1949,UTA,CHO,W,A,38,81,25,48,13,33,16,24,105
1950,CHO,UTA,L,A,35,82,22,49,13,33,15,18,98
1951,WAS,NOP,W,A,38,83,28,52,10,31,19,22,105
1952,NOP,WAS,L,A,37,84,32,67,5,17,12,22,91
1953,LAL,BOS,L,A,37,94,23,56,14,38,19,26,107
1954,BOS,LAL,W,A,39,82,26,47,13,35,22,28,113
1955,IND,BRK,W,A,37,86,29,66,8,20,24,31,106
1956,BRK,IND,L,A,32,86,21,58,11,28,22,23,97
1957,MIL,DEN,L,A,45,83,36,59,9,24,18,23,117
1958,DEN,MIL,W,A,40,89,31,61,9,28,32,44,121
1959,MIN,DET,L,A,44,89,39,72,5,17,15,19,108
1960,DET,MIN,W,A,44,98,33,72,11,26,17,22,116
1961,HOU,CHI,W,A,44,98,28,55,16,43,17,25,121
1962,CHI,HOU,L,A,48,100,40,75,8,25,13,18,117
1963,OKC,MEM,W,A,38,80,25,54,13,26,25,33,114
1964,MEM,OKC,L,A,40,83,37,64,3,19,19,22,102
1965,TOR,ORL,L,A,34,87,24,59,10,28,16,21,94
1966,ORL,TOR,W,A,37,80,32,66,5,14,23,32,102
1967,POR,DAL,L,A,40,88,31,58,9,30,15,20,104
1968,DAL,POR,W,A,36,76,19,45,17,31,19,23,108
1969,SAC,PHO,L,A,38,85,28,58,10,27,17,22,103
1970,PHO,SAC,W,A,32,77,20,48,12,29,29,35,105
1971,HOU,ATL,L,A,35,93,22,42,13,51,25,33,108
1972,ATL,HOU,W,A,44,85,36,55,8,30,17,23,113
1973,LAC,GSW,L,A,40,80,30,55,10,25,30,39,120
1974,GSW,LAC,W,A,52,99,38,65,14,34,15,18,133
1975,SAS,PHI,W,A,38,89,32,68,6,21,20,27,102
1976,PHI,SAS,L,A,30,88,21,63,9,25,17,23,86
1977,WAS,LAL,W,A,44,96,32,63,12,33,16,21,116
1978,LAL,WAS,L,A,40,87,28,48,12,39,16,22,108
1979,TOR,BOS,L,A,41,78,33,47,8,31,14,25,104
1980,BOS,TOR,W,A,36,87,24,51,12,36,25,30,109
1981,NYK,BRK,W,A,35,99,29,72,6,27,19,31,95
1982,BRK,NYK,L,A,37,88,32,63,5,25,11,16,90
1983,MIN,CLE,L,A,41,94,34,73,7,21,8,10,97
1984,CLE,MIN,W,A,48,89,33,52,15,37,14,22,125
1985,PHI,DAL,L,A,35,77,29,55,6,22,19,26,95
1986,DAL,PHI,W,A,40,86,30,60,10,26,23,28,113
1987,MEM,DEN,W,A,45,92,31,62,14,30,15,20,119
1988,DEN,MEM,L,A,32,80,23,55,9,25,26,35,99
1989,NOP,DET,L,A,41,82,36,61,5,21,11,14,98
1990,DET,NOP,W,A,48,88,38,62,10,26,12,17,118
1991,GSW,CHO,W,A,47,96,26,48,21,48,11,14,126
1992,CHO,GSW,L,A,39,88,30,57,9,31,24,26,111
1993,MIA,ATL,W,A,45,93,33,61,12,32,14,19,116
1994,ATL,MIA,L,A,34,86,27,60,7,26,18,21,93
1995,OKC,CHI,L,A,38,100,28,63,10,37,14,17,100
1996,CHI,OKC,W,A,49,81,43,66,6,15,24,30,128
1997,ORL,IND,L,A,31,77,25,53,6,24,20,28,88
1998,IND,ORL,W,A,33,69,24,49,9,20,23,26,98
1999,PHO,LAC,L,A,39,96,32,76,7,20,29,35,114
2000,LAC,PHO,W,A,44,85,39,66,5,19,31,38,124
